# BEAST v1.6.1, Build r3651
# Generated Thu Apr 21 17:38:40 NZST 2011 [seed=1303362947982]
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.treeLikelihood	CP2.treeLikelihood	CP3.treeLikelihood	skyline
415000	-4426.724484129061	-59.408792733180384	-4367.315691395881	8.160942459575013	14.975693366905526	6.6241460680158175	1.8670163494267615	2.928038153061162	0.29228907291319844	9.0	4.0	3.0	1.0	3.0	8.221543750817467	0.7293889186333855	0.47662630680248474	1.793984774564136	0.005070274875128414	-1236.599132950696	-1191.7691562629363	-1938.9474021822493	-44.373428903354274
416000	-4424.445435216636	-52.38947655211535	-4372.05595866452	8.13812501322392	52.36213058969847	9.949295153828574	2.64538722240141	0.35149159614290326	0.04235833917116754	1.0	9.0	3.0	5.0	2.0	8.221543750817467	0.5899765018518021	0.5605871125582738	1.8494363855899305	0.005323456394281639	-1235.067579249546	-1195.7824884367392	-1941.2058909782356	-37.898271150062804
417000	-4424.514343478072	-56.81591116709205	-4367.69843231098	8.118437098900246	46.058666951797875	18.53449597296014	4.477591585711833	0.40476621242050137	0.2515933545526419	1.0	6.0	7.0	5.0	1.0	8.221543750817467	0.6683234370595967	0.5685191945834204	1.7631573683569888	0.005302816235886231	-1235.2161516137412	-1192.937552315086	-1939.544728382153	-40.64502633590722
418000	-4426.457869472072	-56.32808950759629	-4370.129779964476	8.120221022813297	27.221961934086995	9.770142254922927	5.07144759702122	0.9011046198528332	0.26762853206797027	2.0	5.0	5.0	6.0	2.0	8.221543750817467	0.6953708585909368	0.49735007566162714	1.807279065747442	0.005007107643608982	-1234.3836072267216	-1194.2253428090803	-1941.520829928674	-40.92774044028484
419000	-4428.657135150192	-54.580556084574994	-4374.076579065617	8.059200678492536	11.609659752497878	4.825135230471735	9.092213610040965	1.4663629179579598	0.06734246857075145	3.0	8.0	1.0	4.0	4.0	8.221543750817467	0.5408238646555796	0.6296697385771615	1.829506396767265	0.005135535611487741	-1234.6036742722633	-1187.1534520514153	-1952.319452741938	-39.36486725642898
420000	-4420.951945304737	-54.56243671131161	-4366.3895085934255	8.28871656614538	36.38707253532732	5.312872810868606	0.43620048026043956	0.7564499565192306	0.10410106060488954	4.0	9.0	2.0	4.0	1.0	8.682631863786142	0.5684416651686834	0.5195227258407398	1.9120356089905828	0.004904845801074848	-1235.706965079655	-1191.0050681605546	-1939.6774753532154	-40.97775638221984
421000	-4433.22564139209	-57.16414887554097	-4376.061492516549	8.304696350187612	24.79289711173509	6.488314056711877	3.3077259239212853	0.6359625692010867	0.17022963843284766	2.0	6.0	4.0	4.0	4.0	8.682631863786142	0.6069866873651374	0.6070253637393179	1.7859879488955506	0.004475102954462084	-1236.4394870996045	-1193.1953118698655	-1946.4266935470791	-43.162967421125465
422000	-4428.998830183974	-57.02060541934772	-4371.978224764626	8.236613374601824	9.9098497685277	12.613126240532955	7.748041955289553	1.101785470153596	0.27720847470178717	3.0	3.0	5.0	7.0	2.0	8.682631863786142	0.6692135265452892	0.517579986374799	1.8132064870799178	0.004672119311783702	-1230.5303479921404	-1190.267787278345	-1951.1800894941407	-41.73858206930771
423000	-4424.4333814730835	-58.84274415390074	-4365.590637319183	8.24066953430323	272.1182506110417	17.378889412174676	4.559388472555694	1.9433606608201073	0.3345371963649033	2.0	2.0	6.0	6.0	4.0	8.108811853219041	0.6073995821723349	0.55571896729177	1.8368814505359012	0.004829783864477832	-1235.7869946146882	-1191.124352182763	-1938.679290521732	-38.05152640810235
424000	-4441.056640763458	-66.93342772736983	-4374.123213036088	8.30763665741732	42.98157404228101	2.3038815260600383	2.434063011111394	13.497873350799905	1.0431385073515327	3.0	1.0	2.0	7.0	7.0	8.108811853219041	0.5875226709610984	0.49971034728902297	1.9127669817498845	0.005023908719661249	-1239.6272072462164	-1191.829783261257	-1942.6662225286148	-44.73511132498998
425000	-4424.2827241525065	-57.19750738172144	-4367.085216770785	8.245934940657529	31.268048002161454	7.556500410725692	7.8848637755775135	0.9536783047781282	0.49492110072710643	2.0	2.0	5.0	5.0	6.0	8.108811853219041	0.5201374047639151	0.582941829427376	1.8969207658087148	0.0051094749198391355	-1236.019150985976	-1191.2634914569373	-1939.8025743278722	-40.73006896112368
426000	-4424.434215227148	-56.42468933087353	-4368.009525896275	8.260161782325728	4.401698247418067	7.08606151161817	6.220444110390272	0.585523727143143	0.5856576643754741	1.0	1.0	11.0	1.0	6.0	9.422006911943969	0.6078969281082662	0.595258857222072	1.7968442146696677	0.005455495266382786	-1235.793835893457	-1193.5974763540291	-1938.6182136487887	-42.74835479852248
427000	-4428.286270761886	-59.896117508840405	-4368.390153253045	8.710042007647651	28.92502390179552	3.8798377901854186	5.987805817092668	0.9792115279979398	0.7251567865015542	2.0	1.0	10.0	2.0	5.0	8.514667687212446	0.6585070808450271	0.5174293705260447	1.8240635486289343	0.005395439708457266	-1234.2053572839006	-1192.5947486175453	-1941.5900473515992	-43.75960718209469
428000	-4424.665130083551	-58.48412291235146	-4366.1810071712	8.394082180679595	22.184644255905546	17.56840018234623	3.005670482702334	1.4116110022845199	0.6320125572085189	1.0	2.0	13.0	1.0	3.0	8.514667687212446	0.5462437108720702	0.5826956413387623	1.871060647789173	0.00547408059119343	-1233.9654356174499	-1193.1866104080764	-1939.028961145674	-42.39256186215851
429000	-4428.146915280587	-61.909851601761304	-4366.2370636788255	8.333628919058341	209.28181000448097	31.966060035725327	4.613672684534306	2.625872220660237	0.30361524029717785	1.0	2.0	11.0	3.0	3.0	8.514667687212446	0.5767871625683377	0.6230604044013226	1.800152433030345	0.00484473583936882	-1236.8293738346295	-1190.6848291994556	-1938.7228606447402	-40.580477855527
430000	-4436.692001640369	-65.76640243657175	-4370.925599203798	9.403371633190579	184.0906429232834	93.15459876086246	2.762094426354785	1.5714200813850003	0.549784447256224	1.0	1.0	11.0	1.0	6.0	9.562340901868719	0.5000246093143483	0.5970661492770215	1.9029092414086355	0.00533694245269312	-1238.7698432970349	-1195.3558518730974	-1936.7999040336658	-43.972651702464994
431000	-4427.813131515946	-63.05818325898069	-4364.754948256966	8.850104203706866	55.00625944019531	22.134987877832813	4.822151898897199	4.268138079058142	0.4177994053006617	1.0	2.0	9.0	1.0	7.0	9.562340901868719	0.6059499615323862	0.6396118754665518	1.7544381630010673	0.005084630406000348	-1236.0484420856465	-1193.5145925762208	-1935.1919135950982	-43.412272279782265
432000	-4428.328952453834	-58.56999641961351	-4369.75895603422	8.729361801513962	84.3908831040037	4.554328851426112	2.391040824148142	0.3798746707129821	0.6822698702381882	2.0	2.0	9.0	1.0	6.0	7.762495875343204	0.6672394430153414	0.49907753551213996	1.8336830214725237	0.0054524447496657365	-1237.7965406490669	-1194.382139480181	-1937.5802759049727	-42.20158159958519
433000	-4431.576934910379	-58.7998001109728	-4372.777134799407	8.307695351127949	74.02488667143064	1.5722840385138235	4.0881939332106345	5.164449951432559	0.5468893716613742	2.0	1.0	6.0	2.0	9.0	7.762495875343204	0.599270308638328	0.6486076954522342	1.752121995909443	0.005374217048900935	-1234.826991671068	-1193.981521774204	-1943.9686213541347	-39.15429086253789
434000	-4433.709881844848	-58.49874393378434	-4375.211137911063	8.95359745277949	38.621094295786534	6.292013937222106	4.221124367724811	0.43327353521986894	1.3574538922106156	3.0	1.0	2.0	3.0	11.0	7.762495875343204	0.5645635337390492	0.6080448393237619	1.8273916269371941	0.004841614473473228	-1232.703932561626	-1196.2629476632171	-1946.2442576862197	-41.13498260240127
435000	-4435.914164460234	-67.18560034900358	-4368.72856411123	8.536978940788762	51.55908131622513	5.482652191740358	12.522918154153544	0.8852533944074148	2.4244710719542657	3.0	2.0	1.0	3.0	11.0	7.762495875343204	0.6419812241505802	0.5873604176530706	1.7706583581963544	0.005124268076195849	-1235.8902541112623	-1193.2414773185217	-1939.5968326814464	-46.449299507914915
436000	-4430.934558997754	-61.311364932600014	-4369.623194065154	8.67375154247831	31.820675899092727	12.963329352013677	6.36056154747342	2.8214477367210375	1.5405685342484752	1.0	4.0	6.0	2.0	7.0	7.762495875343204	0.5906745598359026	0.5837552542021739	1.825570185961929	0.004819974784516827	-1237.871239940223	-1192.902369380161	-1938.84958474477	-43.51027237721877
437000	-4429.992243735384	-62.469022458611484	-4367.523221276773	8.675826018110149	30.849500434070546	12.749857095877426	1.7894770021108102	2.6741926742238875	1.753616418865305	2.0	4.0	4.0	1.0	9.0	10.374685741767781	0.664967935154154	0.5094618788839225	1.825570185961929	0.004809073155260744	-1231.5823269698753	-1195.8423418131897	-1940.0985524937084	-44.74038934996982
438000	-4437.712646239316	-66.83388747315374	-4370.878758766163	9.149099602850375	13.481687170274803	23.48631228538514	3.0699977639188156	4.048351335273145	0.9751244744764508	4.0	3.0	2.0	4.0	7.0	10.374685741767781	0.5966259652313499	0.5960587002753402	1.8073153344933153	0.004456989698323148	-1232.8430514842116	-1194.5031667615317	-1943.5325405204192	-48.46696092243806
439000	-4443.319595936289	-65.38511406013241	-4377.9344818761565	8.560803536867773	11.422378840918462	19.15727224815883	4.0721408089112066	5.869865914384086	1.5479272483720314	6.0	1.0	1.0	5.0	7.0	6.630800111221789	0.5163807199721152	0.7274427406446857	1.7561765393832045	0.005563161341472013	-1233.4977057097121	-1198.023156733489	-1946.4136194329549	-47.50410817075964
440000	-4441.116664357571	-70.21534941632706	-4370.901314941244	8.59452136642369	23.584795278798136	27.677760823788812	12.642279468029399	7.1400853620903595	1.7704928708982206	3.0	2.0	2.0	1.0	12.0	6.991409965966345	0.6485887505398383	0.6187478098462347	1.7326634396139324	0.00468864922551006	-1235.5647438940525	-1190.6766736154766	-1944.6598974317146	-50.25535128492403
441000	-4432.057900697054	-69.23108265533631	-4362.826818041717	9.336184024918582	22.9152185249816	11.277710682561745	5.730860818980679	12.368114268703245	2.171936572951109	4.0	2.0	2.0	3.0	9.0	6.991409965966345	0.5949325467470516	0.6047189003062169	1.800348552946737	0.004316482342338509	-1231.1880729800394	-1193.3959995066182	-1938.2427455550596	-49.57724896970491
442000	-4436.047692051198	-66.75709638134487	-4369.290595669853	9.82756061418027	16.72320379041673	9.54782079024538	11.002848715215055	3.5890965669992423	1.6778701687841286	3.0	2.0	2.0	4.0	9.0	6.991409965966345	0.5437602628786969	0.6112463752215553	1.8449933618997532	0.004134823950160896	-1232.2391102136069	-1194.932045805367	-1942.1194396508795	-49.301779900593694
443000	-4437.254544383287	-74.2733704570015	-4362.981173926285	10.713966185677235	33.8277663479324	7.776930877151676	8.844354329220469	13.240444206029592	1.1740399277445224	5.0	4.0	2.0	3.0	6.0	6.991409965966345	0.6110641917055407	0.6190661827053912	1.7698696255890736	0.0034917171666449805	-1232.858520914232	-1191.006150175152	-1939.1165028369007	-54.09137506595443
444000	-4445.349752630959	-76.56996858517148	-4368.779784045788	11.174638544246047	44.6824397103633	71.81473715570652	6.4602168328176175	3.868412477483547	2.2654681917388535	2.0	3.0	2.0	6.0	7.0	6.991409965966345	0.6922773074560036	0.635054472822412	1.6726682197215899	0.003395574432746625	-1230.1840607286285	-1194.8402814339554	-1943.7554418832042	-55.224250781597
445000	-4447.3348339450395	-80.4987238277474	-4366.836110117292	11.352638306380715	25.826445225717727	30.56332530005291	12.395095151422986	3.777286771304746	2.7538426508223357	1.0	1.0	1.0	11.0	6.0	7.3185183962332925	0.5110200530511212	0.6334777719467245	1.85550217500216	0.003037871922087872	-1234.2335639753505	-1190.3038964998136	-1942.2986496421277	-60.6606777245444
446000	-4448.459605215227	-80.25012352565453	-4368.209481689573	12.491190644685764	36.855423875458726	10.50104603099706	13.565139838895396	5.61980824761372	14.94399513346163	3.0	2.0	2.0	12.0	1.0	7.3185183962332925	0.6998779001843258	0.5292736070162829	1.7708484927993973	0.00320309233216947	-1237.0077917307183	-1192.2890083521788	-1938.9126816066766	-58.25429929289771
447000	-4442.741700423805	-74.15394965541805	-4368.587750768387	10.226518602170174	29.895227186638834	18.90876506638166	15.687425732949128	2.3949296211790583	1.1637395837432234	4.0	5.0	1.0	8.0	2.0	7.3185183962332925	0.7647778679066879	0.4462495210994889	1.7889726109938293	0.0034488200868378186	-1234.5931355246948	-1191.5776078139957	-1942.417007429697	-55.24561004564823
448000	-4437.400870149219	-71.54863858567056	-4365.852231563549	12.027146477502772	16.45389143396524	5.9091648492214	10.267928525576128	1.8820175249784772	1.7078741255221286	5.0	6.0	2.0	3.0	4.0	7.3185183962332925	0.5530745859284076	0.637918337306682	1.8090070767649165	0.0029487312621744376	-1235.2981307836499	-1193.5381345491676	-1937.0159662307317	-54.57573672337746
449000	-4431.842176226196	-66.44540774598477	-4365.396768480211	10.964213327610576	59.80836757076983	3.051856446568696	2.1836794939490356	0.9109227984553484	0.7886665659925248	4.0	6.0	3.0	3.0	4.0	8.009487766457578	0.5293888754479938	0.4834950204516928	1.9871161041003196	0.0033620848308427848	-1236.3778378277846	-1195.1997617967556	-1933.8191688556708	-50.81377085713599
450000	-4439.997992227245	-68.66912862591977	-4371.328863601325	10.011442371557555	50.14724129992995	3.5965555526148543	3.524538918145884	0.7191667646719572	2.109929315015752	3.0	6.0	4.0	2.0	5.0	8.009487766457578	0.5821749231624636	0.5555577927145984	1.8622672841229444	0.0032724541334242176	-1233.429768171127	-1191.1412579731948	-1946.7578374570028	-50.8431527299711
451000	-4429.836981622112	-68.86804149361537	-4360.968940128497	11.654938039074807	58.32298429777788	6.668258156935503	4.390139798463217	1.2415695505483453	1.8231693279636576	1.0	6.0	7.0	5.0	1.0	8.009487766457578	0.5804120942786962	0.5030006091038	1.9165872966175101	0.003337814973302751	-1233.754436740648	-1192.9601010187446	-1934.2544023691044	-51.02261772350629
452000	-4432.72018046412	-68.72493574907375	-4363.995244715046	11.089020035922493	80.70436546065658	17.16140082136077	2.278363425147137	0.7139763410779751	2.0522948022112995	1.0	2.0	13.0	3.0	1.0	8.009487766457578	0.6358952106918548	0.6291470618483765	1.7349577274597747	0.0036235562709166437	-1232.9934375831645	-1191.6320402572962	-1939.3697668745856	-49.484509125521555
453000	-4436.29111320957	-71.81906076011666	-4364.472052449453	11.189945690473726	91.67797268879633	12.200308959328312	4.318216070067536	2.171525715153242	2.2697198369254457	3.0	2.0	10.0	2.0	3.0	8.009487766457578	0.6041747058729721	0.49052886316535144	1.9052964309616824	0.0035380563064299044	-1231.3065630171484	-1195.020575632947	-1938.1449137993575	-52.41125690429565
454000	-4442.458047577976	-73.073167952047	-4369.384879625929	9.91609300713189	123.84730349244892	54.42865185211787	4.916298427679023	7.455804417609211	5.407066355936018	1.0	1.0	10.0	4.0	4.0	8.753952270602703	0.6859789056973337	0.5074600100935819	1.8065610842090905	0.004058922653147438	-1233.5448969021882	-1192.86326504077	-1942.9767176829707	-49.31579317290449
455000	-4438.915784986016	-69.19874611712741	-4369.717038868888	9.196362369163065	216.5975329999262	98.11232736498529	3.3386544929987085	1.2850945186254168	0.554944588903109	1.0	1.0	16.0	1.0	1.0	8.69731777259644	0.6114993653548404	0.6043165163592065	1.7841841182859592	0.004058985294101664	-1233.1673558384111	-1191.643472160609	-1944.9062108698681	-47.358476105198044
456000	-4434.19748384728	-69.37392950558888	-4364.823554341691	10.273574288164573	457.44623129805717	100.44360290373037	2.831070303487922	1.5512541253944725	1.1786738549333502	1.0	1.0	11.0	1.0	6.0	8.69731777259644	0.5700401614274858	0.6771838899678247	1.7527759486046959	0.0036288828301336154	-1233.7665494439448	-1194.3128848482315	-1936.744120049515	-45.739846674754695
457000	-4434.03336182302	-73.10790557945666	-4360.9254562435635	10.00087527815279	59.89796936171069	53.156271825738834	5.323300196020956	3.4795356200188703	1.3199161448492571	3.0	1.0	11.0	2.0	3.0	8.69731777259644	0.6830207788767194	0.5075602125576892	1.8094190085655981	0.003736308370146933	-1234.0857798438242	-1191.1891811038092	-1935.65049529593	-52.271891452674296
458000	-4434.800023131949	-64.0121732261098	-4370.78784990584	9.518692459521496	11.939762248175992	56.04961670909774	4.342284865776053	1.0785662096382518	0.40060338819857616	1.0	2.0	11.0	4.0	2.0	8.69731777259644	0.7201322371636643	0.47093536561638644	1.808932397219956	0.004464288325179142	-1235.4580545974516	-1196.525936194677	-1938.8038591137108	-44.35257716678728
459000	-4430.4017994907435	-64.26241571706942	-4366.139383773674	9.652404676402195	76.35896794096742	8.81216121967444	4.214963017119801	0.883048005446951	0.6488655107151701	2.0	2.0	9.0	5.0	2.0	8.69731777259644	0.6016531042108739	0.6975355320590894	1.7008113637300433	0.0039302322089202245	-1231.9394233231124	-1189.9190849630147	-1944.2808754875468	-46.825175466646655
460000	-4431.35909506343	-64.84799521094655	-4366.511099852483	9.776191912430612	66.97862080011744	4.220114297485901	5.478539132635609	2.937299200975858	0.889446458870326	4.0	3.0	4.0	5.0	4.0	8.822018675660102	0.5771240192449689	0.5779204495911487	1.844955531163889	0.003973896858701344	-1235.2995554856238	-1196.025434152721	-1935.1861102141388	-46.25806891827433
461000	-4431.389885479638	-66.37934469417705	-4365.010540785461	9.48303291630754	12.881628280942916	6.0328941286645446	8.730358585652429	5.453554154486638	0.7375805598795707	7.0	1.0	3.0	2.0	7.0	8.822018675660102	0.6268642333138554	0.45973475264518393	1.9134010140409672	0.004147306024236684	-1235.9403965307386	-1193.6725217165244	-1935.3976225381973	-49.16924011414318
462000	-4430.661231376968	-64.47662311754827	-4366.18460825942	9.760306792736223	36.81014283049036	2.7439525525636594	2.4357440786487405	3.6703511573051735	1.5309620569401907	6.0	3.0	1.0	3.0	7.0	8.822018675660102	0.5361165728378327	0.685873537125699	1.7780098900364751	0.004312469762279341	-1235.2838733247468	-1195.2540529870114	-1935.646681947662	-47.416103115239856
463000	-4439.428025413868	-70.99050183917973	-4368.437523574688	11.542984043285044	39.14950301792968	5.576390538726109	7.4880550817560545	1.7958109673228366	1.3319668924831163	3.0	1.0	6.0	1.0	9.0	9.454776001878427	0.6055883115187782	0.6358233726592687	1.7585883158219597	0.0032601785957487883	-1232.95037578351	-1192.0835082163064	-1943.4036395748717	-52.985813416764415
464000	-4442.806134268629	-74.06426421409222	-4368.741870054537	10.949441148108205	162.33443250561584	25.099728141624674	4.574042345755738	6.270831612898227	1.0502487323673073	1.0	3.0	6.0	3.0	7.0	9.454776001878427	0.6828351837503932	0.6271601052790321	1.6900047109705814	0.003062932802284637	-1236.1243972139548	-1188.9212133022413	-1943.6962595383407	-51.54466741559036
465000	-4442.393675939536	-74.26995306420025	-4368.123722875335	10.669425738962449	382.1595179675765	25.120846445078627	10.450339298619403	5.616870824097797	1.2165420327540175	1.0	3.0	2.0	6.0	8.0	9.454776001878427	0.5777361470467626	0.5768845277604518	1.8453793251927924	0.003510631651463123	-1233.2688244929986	-1194.5212951022281	-1940.3336032801083	-49.96054176985111
466000	-4445.41847618242	-79.80005568469203	-4365.618420497728	10.957488680033046	96.42816874191796	28.67584641990788	31.597925270848652	4.50592828527054	3.8831356465304934	1.0	4.0	1.0	11.0	3.0	9.454776001878427	0.5608016199597057	0.627908371317233	1.8112900087230681	0.0028777870424582324	-1235.3348765266978	-1192.180797556049	-1938.1027464149813	-56.05842991089894
467000	-4444.331071638774	-77.28733424392378	-4367.043737394851	11.791979871263484	62.64376939032851	57.05555413543259	13.355682182761331	5.24497930105822	2.543722770592838	2.0	1.0	1.0	5.0	11.0	9.454776001878427	0.6493208173882767	0.46958482925637485	1.8810943533553552	0.003403600605125226	-1235.4842452432736	-1194.4515970374455	-1937.1078951141315	-54.8107717222872
468000	-4442.441593019959	-79.02289302314375	-4363.418699996815	11.318828916079203	20.535491339023505	14.16767374019328	16.512515655253388	13.210150320557526	1.8000385265860372	1.0	3.0	6.0	3.0	7.0	10.151073875154257	0.6364383135344963	0.45383539610253654	1.9097262903629744	0.0032619620379718524	-1232.6520886210167	-1190.8113100530345	-1939.955301322764	-58.13564185578122
469000	-4445.547421233881	-75.2684984044609	-4370.2789228294205	12.766556878203671	43.034569832797224	5.1390824189292434	5.239112580419335	2.788559764149886	1.8636055961860378	6.0	2.0	2.0	3.0	7.0	10.151073875154257	0.7262572775052301	0.46763876220030187	1.8061039602944755	0.0033004374551303295	-1236.8794610820858	-1194.2022748197348	-1939.1971869276003	-57.071308222600386
470000	-4436.634115178836	-71.09933797679916	-4365.534777202037	11.365037214485922	22.004636284290616	6.3070188195260615	4.659193973239065	9.178743522004861	1.563607397493564	3.0	2.0	3.0	6.0	6.0	10.151073875154257	0.5998026273135841	0.5539968747884513	1.846200497897972	0.003693614502860852	-1236.5163141471328	-1191.1955372749055	-1937.8229257799985	-52.13851614013911
471000	-4438.166644101379	-71.26681017667659	-4366.899833924702	11.215021380887803	67.58883628936928	3.9129538701368887	4.266611600247255	6.3967527675693585	3.6983490598985758	2.0	6.0	1.0	2.0	9.0	10.151073875154257	0.5989656400542837	0.6478887174544299	1.753145642491294	0.003601150030678593	-1232.6290176293105	-1193.2245108791549	-1941.0463054162367	-50.92814146324369
472000	-4439.331864344449	-72.29229260891412	-4367.039571735535	11.863842275161675	81.150478071072	13.407035898694463	3.6595292051472903	4.583794290566198	1.9622099328012033	1.0	7.0	1.0	3.0	8.0	10.151073875154257	0.6089250901744403	0.5342393657277147	1.8568355440978523	0.0030460621120186877	-1233.9149802757938	-1191.1768656741253	-1941.947725785616	-51.95004704831009
473000	-4450.055416386133	-76.44599303345701	-4373.6094233526765	11.511890725915432	15.634186779402281	8.99614039316518	16.5850808896512	12.696141297733881	1.4339731143516805	1.0	1.0	3.0	8.0	7.0	10.151073875154257	0.4685474582814048	0.5391963754795462	1.9922561662390563	0.0038537972996533177	-1236.1752357735156	-1195.9425240739079	-1941.4916635052527	-56.08783573778389
474000	-4447.102199516633	-77.51780744019464	-4369.584392076438	10.774001599704663	48.733124963887086	14.474878057447633	12.944420965355187	12.793421408599974	2.1827151072000777	1.0	1.0	2.0	10.0	6.0	10.151073875154257	0.7682709586478181	0.5599285548681373	1.671800486484052	0.003402534461316888	-1239.2484148401886	-1187.4426202644886	-1942.893356971761	-55.597653763085894
475000	-4441.655935070275	-74.16734999072371	-4367.488585079551	10.723969212727342	136.9405037950893	14.837046340347758	4.381949577359551	9.678952664566344	1.2946974730717138	2.0	2.0	1.0	8.0	7.0	10.151073875154257	0.6360866229155985	0.6685816566808258	1.6953317204035823	0.0033264923563184642	-1237.1756663598258	-1196.3771768737922	-1933.9357418459335	-51.12222299219122
476000	-4442.450396782553	-75.73547865469659	-4366.714918127856	11.544061396137353	127.32245313407151	34.21143827394572	8.900610363411214	3.9050375446630743	1.4981566805294166	1.0	2.0	4.0	7.0	6.0	10.151073875154257	0.6754845514956259	0.5488037720610143	1.7757116764433662	0.00330063958607709	-1233.9364265773313	-1193.2617247487224	-1939.5167668018025	-53.59464970757873
477000	-4438.480130888663	-76.49132983953484	-4361.988801049128	11.42285780033361	20.98378763627103	6.746015189897994	15.542659396965583	2.909543776270871	3.3815193685754847	2.0	6.0	2.0	8.0	2.0	9.553904267554719	0.5714911695780156	0.605915444438769	1.8225933859832222	0.003156525812057971	-1232.072070117787	-1191.431791423674	-1938.4849395076665	-56.80380849716867
478000	-4461.566314865774	-87.10286944011634	-4374.4634454256575	13.047476820531573	17.73508637585205	14.564965114174107	30.881252544306168	6.005849115699178	7.154915699493006	2.0	9.0	2.0	2.0	5.0	9.553904267554719	0.6653968065683535	0.5344083861285545	1.8001948073030987	0.003310647755879396	-1238.26846092939	-1194.0535658726524	-1942.1414186236157	-65.21836985926667
479000	-4447.960129495506	-83.32288731392298	-4364.637242181583	12.239453907173514	94.25197377953386	58.38496901451795	14.823657070384305	7.56350403781511	3.8125382801559398	1.0	3.0	6.0	1.0	9.0	9.553904267554719	0.6205627098751535	0.6827609578364331	1.69667633228842	0.0030164002346778737	-1234.6853162232553	-1191.2526122910708	-1938.6993136672575	-59.65206536824293
480000	-4446.704934534885	-80.11161101722269	-4366.593323517663	11.771785474961987	80.2347085912314	112.54512556919845	7.610055286521936	11.862221395959937	2.531571860832638	1.0	2.0	5.0	3.0	9.0	9.553904267554719	0.6498627363735996	0.47694682596187404	1.873190437664533	0.0034495953739255665	-1233.9863651723824	-1189.3581488837715	-1943.2488094615087	-54.9684204125909
481000	-4441.278714496447	-77.29338524463027	-4363.985329251816	10.179622816409312	64.66414470609487	51.41952862962433	4.1843117660335585	11.25276088544704	2.0083689226170023	1.0	3.0	3.0	6.0	7.0	9.553904267554719	0.5691897657827283	0.5912695636848113	1.839540670532467	0.003157708813203036	-1234.592275172635	-1188.659225236807	-1940.7338288423744	-53.51408418974788
482000	-4443.078213742697	-80.02922419075354	-4363.048989551943	11.60069242189217	106.97976690490516	66.05510425612415	13.25371956199041	0.9271815641646053	1.8593754701549985	1.0	3.0	7.0	5.0	4.0	9.553904267554719	0.5700053600092054	0.5912695636848113	1.83872507630599	0.0032886277001311737	-1231.8045517293558	-1188.7270597473598	-1942.5173780752275	-57.186712806465586
483000	-4434.7873787976005	-69.57995977665517	-4365.207419020945	9.761803347521036	28.653492416608543	7.389335670076531	4.816368642080274	5.994054783082793	1.2965574107022988	6.0	1.0	4.0	2.0	7.0	9.553904267554719	0.5376810035123564	0.5912695636848113	1.8710494328028389	0.0033742603220596403	-1233.4759006466759	-1194.107186390605	-1937.624331983664	-51.231464892627784
484000	-4430.756016194411	-63.90892988470738	-4366.847086309704	9.389604669131515	24.292289155584562	5.3024380281637145	3.43541788084739	0.3121269858681022	0.7300183179564215	4.0	3.0	4.0	1.0	8.0	10.555634099097322	0.6155967244191092	0.5544018823406635	1.830001393240234	0.004390314388975362	-1235.1234612261978	-1192.4491066558742	-1939.2745184276316	-48.40706514449819
485000	-4435.816598542288	-66.51910412925164	-4369.2974944130365	9.941024561538097	15.850994181273949	8.426043190670727	4.20052912347627	4.950921730872495	1.821982394845974	4.0	3.0	2.0	2.0	9.0	10.555634099097322	0.510462874695825	0.6589406983196645	1.8305964269845172	0.00417945927189157	-1238.62424804044	-1197.2008755484376	-1933.4723708241593	-49.16207132825118
486000	-4435.862643812269	-65.787936431237	-4370.074707381033	9.72168700937473	31.552994013148684	3.4424192539791396	2.047582523712204	3.154458906586855	2.5677825491545465	3.0	1.0	3.0	1.0	12.0	10.314626628731817	0.5108333519851462	0.5638859285211801	1.9252807194936803	0.004065509715729599	-1238.9132747926064	-1196.161125327647	-1935.0003072607797	-48.6797155231694
487000	-4439.286806846007	-72.39790759668172	-4366.888899249325	11.162857883881383	86.68595110358912	30.865233423118383	2.0845091981868347	2.7822973299882228	2.2701591296312844	2.0	2.0	5.0	1.0	10.0	10.314626628731817	0.5612315313252655	0.5539076978993718	1.884860770775369	0.003716500505801353	-1235.050389775122	-1196.9471311419215	-1934.8913783322814	-51.66688022891271
488000	-4432.722848446047	-70.55278415751906	-4362.170064288527	11.735232026829639	23.323868699247576	7.230349916902279	3.5148325425718783	4.245411272307608	0.6709896474421986	2.0	2.0	7.0	2.0	7.0	10.314626628731817	0.6093800793018364	0.5801656854500062	1.8104542352481638	0.003433727376161353	-1233.9595649835462	-1192.9934852017325	-1935.2170141032484	-53.36595536304379
489000	-4436.023668007578	-73.11415609174279	-4362.909511915835	10.232720660061517	174.62598306368056	6.404125719759212	4.1015563925481135	3.6888363503277133	3.3799520663039164	1.0	3.0	10.0	3.0	3.0	10.314626628731817	0.6471358184312458	0.5134953999762578	1.8393687815925028	0.003916980690179263	-1234.6475030032718	-1193.2116212923706	-1935.0503876201917	-51.67774473356806
